600 1.000000e-04 -2.475398e-05 1.290382e-07
600 2.000000e-04 -3.160249e-05 8.924866e-08
600 3.000000e-04 -2.803647e-05 2.345013e-07
600 4.000000e-04 -1.877452e-05 3.490551e-07
600 5.000000e-04 -2.357544e-06 3.918116e-07
600 6.000000e-04 1.901992e-05 5.566430e-07
600 1.500000e-04 -2.975219e-05 1.030071e-07
600 2.500000e-04 -3.050468e-05 2.301691e-07
600 3.500000e-04 -2.447067e-05 3.230189e-07
600 4.500000e-04 -1.060193e-05 4.001290e-07
600 5.500000e-04 8.062362e-06 4.069044e-07
600 6.500000e-04 3.148186e-05 5.430222e-07
