600 1.000000e-05 -3.059119e-06 5.508857e-09
600 5.000000e-05 -1.061712e-05 4.880621e-08
600 9.000000e-05 -1.423877e-05 7.334443e-08
600 1.300000e-04 -1.550080e-05 1.045180e-07
600 1.700000e-04 -1.481893e-05 1.625481e-07
600 2.100000e-04 -1.259269e-05 2.442217e-07
600 2.500000e-04 -7.958130e-06 2.147191e-07
600 2.900000e-04 -3.535141e-06 2.186084e-07
600 3.300000e-04 2.667901e-06 3.118873e-07
600 3.700000e-04 1.029003e-05 2.725402e-07
600 4.100000e-04 1.776216e-05 2.817185e-07
600 4.500000e-04 2.705955e-05 3.863453e-07
600 4.900000e-04 3.612002e-05 4.792050e-07
