55.8	53.6917840105333	-1164.72057825477	35.4826541995913	538.853577208847	-53.6275885654577	1016.61435616281	224.976601310738
55.9	55.7598714518315	-1164.06221580039	35.2711164847275	547.530672734201	-53.5833045040611	1017.60979555139	216.632405536208
56	57.9634932741426	-1163.43356181488	35.0615261747525	555.988297238371	-53.5387421358609	1018.62147283127	208.396602804279
56.1	60.3169153172948	-1161.74669128852	34.8538477106272	565.477383441623	-53.4939003768209	1019.53665153654	200.265464861006
56.2	62.8365466728275	-1159.8565057345	34.6480583352045	575.683647443726	-53.448782185041	1020.55721470461	192.235183577068
56.3	65.5412498315568	-1156.57608801306	34.444147709523	584.777967512535	-53.4034046698324	1022.65153773002	184.302177881021
56.4	68.4529472466744	-1153.04638620644	34.2420827791009	593.722264228407	-53.3577111969913	1022.61552722614	176.462746614418
56.5	71.5971437263795	-1148.91665736907	34.0418309641248	603.950185220296	-53.3117648205188	1024.00228606471	168.713365594072
56.6	75.003771882131	-1144.54383307627	33.8433848114622	613.062418732955	-53.2655343953537	1025.08061348282	161.050501619877
56.7	78.7081409546268	-1139.66781246317	33.6467102274884	622.662408256058	-53.2190291693587	1026.39421106463	153.470720290084
56.8	82.7522497287935	-1134.43496711128	33.4517907245151	631.919235694687	-53.1722402966084	1027.39123447297	145.970594450159
56.9	87.1864042347395	-1128.52420456097	33.2585950186078	641.990635015543	-53.1251740307473	1028.47035530085	138.546774477333
57	92.0714577211328	-1122.52296688055	33.0671082262183	651.9578608773	-53.077825339231	1029.30941215249	131.195870946089

